jugador,cfn_id,personaje,pais,mr
MIMARIDO,2348983963,Guile,Ecuador,1416
LuPrado,2878308310,Marisa,Brasil,1416
Sexo,2657873901,Dee Jay,Brasil,1416
Dinhofgames,2118766874,Ken,Brasil,1416
lu@nKL7,3046105602,Ken,Brasil,1416
FeFFoM,3755257046,Ryu,Brasil,1416
Tasty_cookie,2993664265,Ryu,Brasil,1416
RaphaZ,1700099336,JP,Brasil,1415
SuperCell,2943597055,Manon,Brasil,1415
Ancienttrain,1347206740,Manon,Chile,1415
alphaultra85,3613696443,Manon,Argentina,1415
jaspion_1980,2386101586,Blanka,Brasil,1415
jaspion_1980,2386101586,Blanka,Brasil,1415
Skka83,1957676759,Blanka,Brasil,1415
Error50200,2694858803,Ken,Brasil,1415
Tango1232,1503882116,Zangief,Perú,1414
FGC_Okumiski,1736845631,Zangief,Brasil,1414
MARCOS_FIGHTER,1769323235,Zangief,Brasil,1414
Moonfire,3210774599,Manon,Perú,1414
Tiago Champs,1831107835,Chun-Li,Brasil,1414
HotDog,1329227759,Jamie,Brasil,1414
Torresminho0,3861216516,Luke,Brasil,1414
Zevan cético,1863021772,Guile,Brasil,1414
ODAKECHI,3533738615,Rashid,Brasil,1414
Samacos18,1923162383,Dee Jay,Brasil,1414
HDG_Nightmare,1802818384,Ken,Bolivia,1414
Supaida,4182479156,Ken,Argentina,1414
Guizera,1562432393,Ken,Brasil,1414
Gabisaky,2513944961,Ken,Colombia,1414
dbfz_superdash,1518019546,Ken,Chile,1414
Zangs77,3195775233,Cammy,Brasil,1413
SleepyMind,3157032977,Zangief,Brasil,1413
MoksiTjauwmin,1423617340,Kimberly,Surinam,1413
irmaodofox,2360083382,Kimberly,Brasil,1413
JIN7,3499148356,Jamie,Argentina,1413
SOKAKUdoCERRADO,3244817283,E. Honda,Brasil,1413
Hamastorm,2099459896,E. Honda,Brasil,1413
Mikao,1472015413,Luke,Brasil,1413
Vitor sz Isa,2224083615,Guile,Brasil,1413
Cabelinho,1837863747,Marisa,Brasil,1413
Wagneira,2700047234,Dee Jay,Brasil,1413
TuchinhaBR,2627923215,Ken,Brasil,1413
Santana,2466264033,Ryu,Chile,1413
AuquiRyu,3189155210,Ryu,Argentina,1413
GabrielDias,3055857942,Cammy,Brasil,1412
Joaocampai,2873301129,Dhalsim,Brasil,1412
Giusep_Cadura,2097287220,JP,Brasil,1412
JeffHunter,3877779156,Zangief,Brasil,1412
TigerRafa,2508549970,Chun-Li,Brasil,1412
Heaven and hell,2365490293,Luke,Brasil,1412
ReguxTM,1977499403,Guile,Perú,1412
goenitz_77,2646100573,Juri,Perú,1412
LOBISTASF,2778404269,Juri,Brasil,1412
BuzzardBlack,2243234143,Dee Jay,Brasil,1412
Pancito,3768617404,Ken,Argentina,1412
-AK-,2352952414,Ken,Chile,1412
Luciano Brazil,1332754886,Ken,Brasil,1412
Darkmiguel,1457016033,Ken,Chile,1412
Jhow07,4228370430,Ryu,Brasil,1412
Volkodolak,1456170339,Dhalsim,Chile,1411
Ledoc,1839058503,JP,Chile,1411
GLITCHMAN,2049620466,JP,Colombia,1411
Green_Ninja,3544856146,Manon,Brasil,1411
ZeroFabio,4247812378,Chun-Li,Brasil,1411
Gattchan,1571009503,E. Honda,Chile,1411
Denovoxo,1215869191,Marisa,Chile,1411
Raposa,2110442238,Ryu,Brasil,1411
sensuikeyboard,3219094699,Ryu,Perú,1411
Junio Júnior,1885130939,Ryu,Brasil,1411
REDs_CAPITAO,2046050822,Cammy,Brasil,1410
CalculoProvSext,3803858744,JP,Brasil,1410
Pepezera,3336828598,Jamie,Brasil,1410
Wolrab,1076303402,E. Honda,Colombia,1410
Marlon,1891513148,Guile,Brasil,1410
ElenoreBR,1205197740,Marisa,Brasil,1410
DrStreetsPHD,1844743197,Dee Jay,Brasil,1410
Edson,2547186046,Ken,Brasil,1410
LuccaPatrocinio,1969479691,Cammy,Brasil,1409
Loriking,3377699745,JP,Brasil,1409
morrocoYo,1992551227,JP,Venezuela,1409
Sir Jinsei,2656674669,JP,Chile,1409
linkr,3587795566,Kimberly,Brasil,1409
mayoness,3137083997,Kimberly,Brasil,1409
aKiraXII,1403142297,Jamie,Chile,1409
Barret,3136849764,Rashid,Colombia,1409
Gyros,4292160463,Rashid,Brasil,1409
mb-junio,3566432085,Ken,Brasil,1409
Spectre,1699709300,Cammy,Brasil,1408
Red_katana,1798016236,Cammy,Brasil,1408
Bobby Corwen,4180103382,Manon,Brasil,1408
Saiyajin,1541865371,Chun-Li,Brasil,1408
Ren Vercetti,3305741222,Chun-Li,Brasil,1408
Binhooohhh,4220851546,Chun-Li,Brasil,1408
Spltzr,2069641606,E. Honda,Brasil,1408
ReddragonSXX,3125854089,Luke,Brasil,1408
Dante y Dinos,1693973567,Luke,Paraguay,1408
rotoplas,2031742301,Juri,Perú,1408
DaneBR,2350068876,Juri,Brasil,1408
Kirin,2834413664,Blanka,Chile,1408
aki supremacy,2804158364,Rashid,Brasil,1408
Payuka,2961933091,Lily,Brasil,1408
Guilherme Lopes,2319906549,Ken,Brasil,1408
Rivai,1552026818,Cammy,Argentina,1407
Tygerlied ®,2509967085,Cammy,Colombia,1407
Veggita,2804649494,Manon,Brasil,1407
inuyasha_KO3,2708550704,Chun-Li,Brasil,1407
Denovoxo,1215869191,Kimberly,Chile,1407
MODOK_PA4RA,1965075231,Jamie,Brasil,1407
ProTTon,1919194422,E. Honda,Brasil,1407
___ReD___,1144081399,Luke,Brasil,1407
FAVELAxGAMER,4255157526,Guile,Brasil,1407
(SOLIDO),4010218252,Guile,Chile,1407
Chico,2359614282,Juri,Perú,1407
Manoel Gomes,2274411587,Ken,Brasil,1407
Vagabundo,1008428092,Ryu,Argentina,1407
ラグトライン,2415068698,Ryu,Brasil,1407
tundi,3670273569,Cammy,Brasil,1406
DukeHadouken,2107738993,Dhalsim,Brasil,1406
CadeMeuHugo,3058790844,Manon,Brasil,1406
Nevers,2752144673,Chun-Li,Brasil,1406
Solano,3275788485,Kimberly,Brasil,1406
Viejo Meado,1808338575,E. Honda,Argentina,1406
portigp,2253296831,E. Honda,Argentina,1406
Agent_groose,3456217972,Marisa,Brasil,1406
TTV/RalfCrimson,3936299387,Lily,Brasil,1406
telecatch,1316269133,Ryu,Brasil,1406
BW_FenixReborn,2112232180,Ryu,Chile,1406
mestredhalsa,3262096624,Dhalsim,Brasil,1405
LucianoArg,1428614433,JP,Argentina,1405
BKS Henrique ZN,2324582939,JP,Brasil,1405
Schubertin,3827551378,Zangief,Brasil,1405
RoxDox,2100784586,Manon,Brasil,1405
AcerolaBlack,3819421722,Kimberly,Brasil,1405
Seal,4034165480,Luke,Perú,1405
Rike,2092551920,Rashid,Brasil,1405
WUS Nitsuga X,3242001147,Dee Jay,Uruguay,1405
Hannya,2913723005,Ken,Chile,1405
NOIR,1180838052,Ken,Colombia,1405
Bigods,3540683578,Ken,Brasil,1405
Mickyfusss,3683930976,Ken,Perú,1405
FofexFGC,3936970519,Ken,Brasil,1405
socrampvh-br,1496406249,Ryu,Brasil,1405
TAKEZO,1953555050,Ryu,Brasil,1405
filipao_profeta,1899733489,Cammy,Brasil,1404
Lord Zeca,3767656791,JP,Brasil,1404
PiveteDeFliper,2533144630,JP,Brasil,1404
CapitanPurry,4093789475,Chun-Li,Chile,1404
CAIOR-7,1157460756,Chun-Li,Brasil,1404
Pacheco_Fran,2152400977,Chun-Li,Argentina,1404
Gil_Darkryu,1947525021,Kimberly,Brasil,1404
CapitanMDLuffy,2555043147,Jamie,Argentina,1404
Chuletaperu,3004302305,E. Honda,Perú,1404
Draken,3464709864,Luke,Chile,1404
Frickhead,3642391733,Luke,Uruguay,1404
Kuroro/sfce,2347427030,Guile,Chile,1404
Aletheia,2811972589,Marisa,Argentina,1404
TLima_82,4141000867,Rashid,Brasil,1404
Chuck norris,3534816223,Rashid,Brasil,1404
TuNever,4225906796,Dee Jay,Brasil,1404
Edukill,3448480085,Ken,Brasil,1404
IoriFarofeiro,1815800306,Ken,Brasil,1404
NazaretBr,1149940475,Ken,Brasil,1404
Karate Kidney,3055683214,Ryu,Brasil,1404
BrunoChrosS,2321750125,Cammy,Brasil,1403
TigelinhaNoia,3631092466,JP,Brasil,1403
AJ | LordNeo,1709237748,Kimberly,Perú,1403
Cicero2kio,1372174318,E. Honda,Brasil,1403
HDG_LAUGER,3442692776,E. Honda,Bolivia,1403
Rafa_Thugz,2192694810,Luke,Brasil,1403
HnS-MaxJacket,1446089219,Guile,Chile,1403
Super Oküman,3486230967,Marisa,Brasil,1403
Eric Draven,2618350363,Juri,Brasil,1403
F4nT0M,1429159152,Dee Jay,Guyana,1403
Mandela,1314517279,Dee Jay,Brasil,1403
Gabo,3221876591,Ryu,Brasil,1403
Noogard,2368211238,Manon,Brasil,1402
Caza,1432555644,Chun-Li,Venezuela,1402
Galford,1088126923,Kimberly,Perú,1402
Zidreon,3383309878,Luke,Brasil,1402
edvash,3351730878,Luke,Chile,1402
PHCarvalho,3448361669,Guile,Brasil,1402
Cold2golD,2647250149,Juri,Brasil,1402
Phax_,3398058387,Blanka,Brasil,1402
Jeff89,1681603544,Rashid,Brasil,1402
Iwankofu,1142236298,Rashid,Brasil,1402
IgorYagami,4005361319,Rashid,Brasil,1402
BJJ_SINISTRO,3144440935,Dee Jay,Brasil,1402
Lexas182,2355214181,JP,Chile,1401
TRT | Yan,3632496978,JP,Brasil,1401
Axel,3713977324,Manon,Perú,1401
Matsuda,2430463396,Manon,Brasil,1401
Yoho02,1855115145,Kimberly,Brasil,1401
Karsa Orlong,3606305723,Kimberly,Chile,1401
smaza42,3493725863,Guile,Argentina,1401
naxogold,3931609788,Juri,Chile,1401
ELLGamer,3988852936,Lily,Brasil,1401
Chilenos de mrd,1178406084,Dee Jay,Argentina,1401
AegisMadness,4220036301,Dee Jay,Brasil,1401
Super Rockman,3753400789,Ken,Brasil,1401
MaxISmy_homi_S2,3192806638,Ken,Brasil,1401
Kratos Carioca,2148451362,Ryu,Brasil,1401
BOD_Abuschmann,4047334945,Dhalsim,Chile,1400
Axel,3713977324,JP,Perú,1400
XXCHRISBRXX,3270382329,Chun-Li,Brasil,1400
Lucas,1296213681,Chun-Li,Brasil,1400
Morts,2030883684,Luke,Chile,1400
VaultBreaker,1929605065,Luke,Brasil,1400
ar-fenix-sde,2435410832,Luke,Argentina,1400
Galtu03,4079385279,Guile,Brasil,1400
Kush,2859001918,Juri,Brasil,1400
OverDragon,1653644212,Ken,Brasil,1400
DBAssis_BR,1300218721,Ryu,Brasil,1400
InexpertoCL,1335664425,JP,Chile,1399
Hoppus,2832479318,JP,Brasil,1399
destroyyer,3442816231,Zangief,Brasil,1399
TigelinhaNoia,3631092466,Manon,Brasil,1399
Raphael,1781620517,E. Honda,Brasil,1399
BUD_Vira-Lata,3292587270,Blanka,Brasil,1399
Miutrex,2075437133,Dee Jay,Argentina,1399
Shanks,4104026881,Ken,Chile,1399
New_Challenger,4181975965,Ryu,Perú,1399
mauruco,3424755946,Ryu,Brasil,1399
Alhaydos,1156488300,Manon,Brasil,1398
NEM GO Whip,2738131261,Kimberly,Chile,1398
QuickDunk,3381563075,Ryu,Perú,1398
Jerd,3728489127,Cammy,Chile,1397
Yagosbk,2415213744,Cammy,Brasil,1397
Digo237,3516636240,Dhalsim,Brasil,1397
-ANSATSUKEN-,2395732249,JP,Brasil,1397
Ativanelson,4025035131,JP,Brasil,1397
ivangiefperu,2978033002,Chun-Li,Perú,1397
Jean_asd,1030080165,Kimberly,Brasil,1397
Mati,1477297721,Jamie,Argentina,1397
Maurofgaming,3516192787,Luke,Paraguay,1397
KINKAKUGIN,4229299075,Luke,Brasil,1397
MaxISmy_homi_S2,3192806638,Luke,Brasil,1397
Directxgames,3593691546,Guile,Brasil,1397
FrecarL,2257538748,Marisa,Perú,1397
YagPoc,4261791471,Juri,Brasil,1397
CAIOR-7,1157460756,A.K.I.,Brasil,1397
Zeh Danilo PVH,3145347865,Dee Jay,Brasil,1397
Read OP,3249532044,Dee Jay,Perú,1397
NMPziirr,1217303762,Ryu,Chile,1397
Muro111,2495585527,Ryu,Uruguay,1397
Zeibon,3738676670,Ryu,Chile,1397
Gênesis.,1005896105,Ryu,Brasil,1397
Gamemania,2848397225,Dhalsim,Brasil,1396
Mayeroviz,1794597117,Chun-Li,Chile,1396
Soltinho,2132846433,Kimberly,Brasil,1396
Hado_K,2282273325,Jamie,Brasil,1396
PHD Taven,2674120095,Guile,Chile,1396
maralmaral,2603936832,Marisa,Brasil,1396
SouL,1029060004,Juri,Chile,1396
Renan Pertuba,2681846811,Ryu,Brasil,1396
Zane,1777564348,Cammy,Chile,1395
Kesaca,3491589025,JP,Perú,1395
Silverback,3877526106,Chun-Li,Venezuela,1395
Saisyu_XANTRE,1391876030,Luke,Brasil,1395
Galo,2554025090,Marisa,Brasil,1395
Angeloknot,2972404908,Dee Jay,Brasil,1395
smash player,1438481602,Ken,Brasil,1395
CapistranoFGC,2904152892,Cammy,Brasil,1394
Dinho_Dias,2704702259,Dhalsim,Brasil,1394
JustNani,3675299164,Dhalsim,Brasil,1394
Lord-Guedes,3599796836,JP,Brasil,1394
BigbossTano,1281226751,Manon,Chile,1394
MarcioXxBauruBR,2003405417,Kimberly,Brasil,1394
janluca,1259521904,Guile,Brasil,1394
Saitama9274,3991435497,Dee Jay,Brasil,1394
ttv.VoMafalda,1384925366,Ken,Brasil,1394
Rols84,2635892471,Ryu,Argentina,1394
Tono1000,3344023186,Cammy,Chile,1393
SaPo,3879653891,Dhalsim,Chile,1393
CPU Level 4,3699048230,Chun-Li,Chile,1393
Rafito,3196180605,Chun-Li,Brasil,1393
KayxoteGamer,3168552360,E. Honda,Brasil,1393
BLK | Kenpatsu,3006855806,Ken,Chile,1393
NichoTapia,1040885512,Ken,Colombia,1393
TsdSubaFighter,2466113170,Ken,Colombia,1393
RgMags,2711557172,Ken,Bolivia,1393
Habilidoso02,3707070706,Ryu,Brasil,1393
Maxanis,3414209466,Ryu,Chile,1393
Aton,2432481636,Manon,Brasil,1392
Peterpker,1479249271,Chun-Li,Brasil,1392
Mjuniorshu,2733969608,Kimberly,Brasil,1392
parthur,3213944839,Guile,Brasil,1392
migueL0n,2943583193,Marisa,Argentina,1392
Gomes92_,3808076796,Juri,Brasil,1392
rafaool,3049446328,Dee Jay,Brasil,1392
YamataNoOrochi,1469157203,Dee Jay,Uruguay,1392
Techtronic,2378774583,JP,Brasil,1391
HierdD,3971746309,Zangief,Brasil,1391
Eyreez,1311773735,Chun-Li,Brasil,1391
Pato666 br,3377699211,Kimberly,Brasil,1391
Heaven,1930903039,Marisa,Brasil,1391
NEWJIM,3413398210,Dee Jay,Brasil,1391
CarriedByDJ,4044685402,Dee Jay,Brasil,1391
ryuraiz,2102861673,Ryu,Brasil,1391
tulio,1793114354,Cammy,Brasil,1390
Society,3254615338,Cammy,Brasil,1390
Beto_Fighter,1350451006,Dhalsim,Brasil,1390
Biel_xD,2852739929,JP,Brasil,1390
xavy2002,3573476117,Zangief,Argentina,1390
Taviccii,3069426151,Blanka,Perú,1390
Julião,3038852802,Lily,Brasil,1390
PHD-DeZz,2434915670,Ken,Chile,1390
-Spartan-,2147765370,Ken,Brasil,1390
Gentilx,3523791556,Ken,Brasil,1390
XXCHRISBRXX,3270382329,Marisa,Brasil,1389
Nfms_chilechico,1378196087,Marisa,Chile,1389
_See,3423104587,Lily,Brasil,1389
conqueror,2827519818,Dee Jay,Brasil,1389
LeoBNT_,2409812432,Dee Jay,Brasil,1389
PC Morrendo,2365308914,Ryu,Brasil,1389
Gauhchu,3893220349,Ryu,Brasil,1389
Zingarina,3550042986,Manon,Brasil,1388
Celgar,1735599774,Chun-Li,Chile,1388
c01n,2487259966,Kimberly,Brasil,1388
SrOvatsug,2917541718,Guile,Brasil,1388
Raul,1309468713,Marisa,Brasil,1388
Necrodaemon,2475007925,Ryu,Chile,1388
NichoTapia,1040885512,Ryu,Colombia,1388
Kyo_ModernGod,2324499246,Cammy,Brasil,1387
ClavusVastusTV,3535657764,Cammy,Brasil,1387
Lito_jujuy,1086446756,JP,Argentina,1387
iiuuia-chan,3501297353,Marisa,Paraguay,1387
yosss1,1341215861,Ken,Perú,1387
JParived,3825052274,Ken,Chile,1387
dejotadiez,3868364405,Ken,Chile,1387
COMITÊ_CELSO,3705692795,Ryu,Brasil,1387
AquaX,1304658384,Cammy,Argentina,1386
HDG_mileipresi,3009135892,Cammy,Perú,1386
El Pichichi,2949027854,Manon,Argentina,1386
UnderMask,2781940014,Manon,Brasil,1386
Edi_Pops,2568985951,Chun-Li,Brasil,1386
Chibazx,3678524286,Jamie,Brasil,1386
Nevers,2752144673,Jamie,Brasil,1386
R. Sandino,3076203936,Juri,Brasil,1386
Raphaeldogueto,1114479189,Blanka,Brasil,1386
Mr. Satan,3295933351,Ken,Argentina,1386
GutoSuicide,2307122116,Ryu,Brasil,1386
Disciplinear,3154991135,Ryu,Brasil,1386
Mieczy,1425724622,Cammy,Brasil,1385
Zoio,3611980959,JP,Brasil,1385
Comedor de bozo,3244179600,Zangief,Brasil,1385
♥ ♥ ♥ ♥,2842503451,Manon,Brasil,1385
Aleyward,1751494179,Jamie,Brasil,1385
PFP_Ronkochi,3893456717,Guile,Chile,1385
STFC_CAMACHO,2498987682,Guile,Brasil,1385
Toguro,4013964832,Marisa,Brasil,1385
ttv/TaengoGG,3952096927,Juri,Brasil,1385
FA-Junnin,2991696512,Lily,Argentina,1385
AcerolaBlack,3819421722,Dee Jay,Brasil,1385
NGT_CIUFFO,1383515161,Ken,Brasil,1385
LeoTeBe,2987972907,Zangief,Brasil,1384
XaViLucaSs,1105096682,Kimberly,Chile,1384
NolramFox,1174460663,Juri,Brasil,1384
Rimuru,3143985491,Juri,Brasil,1384
Aledouglas,3237302236,Lily,Brasil,1384
AshenTorch,2014565685,Ken,Brasil,1384
Haaa Haaaaa,1743506431,JP,Brasil,1383
THE GHOST,2130781497,JP,Ecuador,1383
Flamma_Beast,1336262833,Zangief,Brasil,1383
Marcell_Marsopa,1129406980,Kimberly,Perú,1383
matenme,1676571477,Guile,Chile,1383
Tilion,1817678730,Marisa,Colombia,1383
Kancke,1020932761,Juri,Brasil,1383
Luismasters,2444824247,Blanka,Venezuela,1383
Gafanhoto,1841896185,Dee Jay,Brasil,1383
Dejin_Ecma,1667503124,Dee Jay,Brasil,1383
Sentake,2283488252,Ken,Brasil,1383
NotleLinc,3839145420,Ryu,Brasil,1383
Beastworm,2518161498,Cammy,Chile,1382
Hisoka-rx,1276823445,Cammy,Chile,1382
Tatajubacana,2546700215,Dhalsim,Brasil,1382
Fonsa,1713979458,JP,Brasil,1382
RaizenSP,3096423092,Zangief,Brasil,1382
Ravenius,3226467546,Manon,Brasil,1382
Popy,3946455377,Juri,Brasil,1382
Kevab,1796190561,Rashid,Argentina,1382
Chadurack,3204190726,Ken,Venezuela,1382
ZynnfernusFGC,4147608391,Zangief,Brasil,1381
Lokaum_Fighter,1535570171,Manon,Brasil,1381
CastelBR,3804364692,Kimberly,Brasil,1381
Laeliton,3249175199,Kimberly,Brasil,1381
Cotta,3580106440,Jamie,Brasil,1381
Im Numba 1,2126539339,Luke,Brasil,1381
Badman,3954785897,Luke,Brasil,1381
elkuruta,2856304291,Marisa,Chile,1381
Killerwal,3381453962,Rashid,Chile,1381
MirokuAzuL,2388245552,Ryu,Chile,1381
Siryx,2569078153,Cammy,Colombia,1380
mauruco,3424755946,Zangief,Brasil,1380
socrampvh-br,1496406249,Jamie,Brasil,1380
Galps,2689088968,Jamie,Brasil,1380
Diosito,2342775134,Luke,Chile,1380
Ledrahdu,1512612372,Blanka,Brasil,1380
Deejay_Ec,4159284746,Dee Jay,Ecuador,1380
Artorius,1267957177,Ken,Brasil,1380
BOD_Phillip,1605789063,JP,Chile,1379
Muteus,1663688082,Kimberly,Brasil,1379
Canabrava,4283477276,Jamie,Brasil,1379
Soneka,1871850973,Luke,Brasil,1379
パなし続ける会長　弾編,1212487395,Guile,Brasil,1379
Katano,1196128482,Rashid,Brasil,1379
Wilbor,3668196056,Dee Jay,Brasil,1379
C-Hero25,4092941316,Dee Jay,Colombia,1379
Log.,2155640032,Ryu,Venezuela,1379
,1155634243,Chun-Li,Brasil,1378
WenomCL,2315628881,Kimberly,Chile,1378
MeeD,2424324796,Jamie,Brasil,1378
Basilisk,2058946164,Jamie,Brasil,1378
SEXYGARROLOVER,4150373859,Guile,Chile,1378
Bocchi,3000979300,Juri,Brasil,1378
Luvsin,1229807545,Ken,Colombia,1378
Spownz,1220203267,Ken,Brasil,1378
Mr.Karate_Am,3254922369,Ken,Brasil,1378
SnakeGaro,1189976878,Ken,Uruguay,1378
Baba Yaga,1479699020,Ryu,Brasil,1378
Capixo,1388365915,Ryu,Brasil,1378
WCZ.KIRA,3615264933,Cammy,Argentina,1377
Fabio_ARKD_BAR,3403472993,Zangief,Brasil,1377
Elgenerosoleo,1835934369,Chun-Li,Argentina,1377
WarlordK,2317136755,E. Honda,Brasil,1377
Cartman35,1672842514,Marisa,Perú,1377
Hgggggg,3312632291,Dee Jay,Brasil,1377
PapiCulo,3827986017,Ken,Perú,1377
PowUp1,1819648358,Ken,Chile,1377
JVARGAS,3739121334,Cammy,Perú,1376
XGH-ORUS,1536010793,Manon,Perú,1376
Pizza_Diabolica,1768347426,Manon,Chile,1376
ZLATAN,1956174514,Manon,Brasil,1376
TTV/sol_fatguy,3559740441,E. Honda,Brasil,1376
Raxyz,1588866954,Marisa,Brasil,1376
Ceelow,1999430162,Ken,Brasil,1376
LAGUNADEKHO,4219856815,Ken,Brasil,1376
Bond72hs,1061012471,Ryu,Brasil,1376
Silver3108,1724057070,Ryu,Argentina,1376
Akarajeka,1321814313,Ryu,Brasil,1376
Hanpan,2952670116,Cammy,Brasil,1375
PunkMeDeixou,2748743691,Manon,Brasil,1375
OPolegar,1140780023,E. Honda,Brasil,1375
Tenoriosgt,2895101924,Luke,Brasil,1375
Supermanluh,4219626795,Juri,Brasil,1375
FelpspleF,1424850871,Juri,Brasil,1375
YT-AndyAndye,1140694728,Blanka,Ecuador,1375
BLANKA_AMAZON,2668231222,Blanka,Brasil,1375
Klinger,2028921224,Blanka,Brasil,1375
Deschano,4276058525,Lily,Chile,1375
AMARAL_FGC,1366078179,Ken,Brasil,1375
SkipNeutral,2966020847,Ryu,Brasil,1375
Negovader,2461595514,Ryu,Brasil,1375
Mati_gigiosf6,1030231099,Zangief,Argentina,1374
Guiomb,3071765474,Manon,Brasil,1374
S4BIONI_BR,1786983372,Manon,Brasil,1374
bynoh,2293105114,Ken,Brasil,1374
Hiro整骨院,3069496683,Ryu,Brasil,1374
kai'SaFreecss,1390952957,Ryu,Brasil,1374
arkanoid999,2396940280,Dhalsim,Brasil,1373
NFMS.Isaurito,3547089711,Chun-Li,Chile,1373
EDUKZU,3760184564,Marisa,Brasil,1373
Black☆Star,4047633983,Juri,Brasil,1373
Fobiaggro,2364751533,Juri,Chile,1373
PauLo_GMMORTAL,1112337400,Ken,Brasil,1373
Erick-SP,3047290625,Ryu,Brasil,1373
Cadoultra,3396513952,Ryu,Brasil,1373
Samurai_do_Caos,1917598141,Cammy,Brasil,1372
Doug,2442816550,Dhalsim,Brasil,1372
OVEJADESCARIADA,2345653244,JP,Uruguay,1372
zAnGiEmErSoN,2457787812,Zangief,Brasil,1372
caipiranha,2638549428,Manon,Brasil,1372
GaelFighter,2624656909,Chun-Li,Brasil,1372
Miguel.xze,1135917281,Kimberly,Argentina,1372
Gs_Dmfang,4266208603,Luke,Argentina,1372
Bocchi,3000979300,Juri,Brasil,1372
Son_Haru,3597401004,Juri,Brasil,1372
0TD_OVERTIME,4200145689,Ken,Colombia,1372
MarroneBlack,2891799487,Ken,Brasil,1372
Zeh Danilo PVH,3145347865,Ken,Brasil,1372
CapistranoFGC,2904152892,Ken,Brasil,1372
Dom_,2722050132,Ryu,Brasil,1372
RyuCriollo,3385785319,Ryu,Chile,1372
KDraxxo21,1603399741,Cammy,Colombia,1371
Laura_Ingalls,2240218528,Dhalsim,Chile,1371
GuiMartinsBR,3832275970,Dhalsim,Brasil,1371
Meruem,3084957229,JP,Brasil,1371
viejo qliao.mp3,3920669864,Zangief,Chile,1371
ryuu0001,1954658696,Chun-Li,Brasil,1371
xDARK FULGOREx,1966346899,Chun-Li,Colombia,1371
Paulo Carriel,2207212106,Chun-Li,Brasil,1371
Hero,2912216914,Jamie,Brasil,1371
Sumo Smash!,1081017798,E. Honda,Brasil,1371
Gagg_09,3441544743,Marisa,Venezuela,1371
Morfochky,1899847676,Ken,Brasil,1371
SDG Sonic,2387683332,Ken,Brasil,1371
ttv ub_vini,3208377804,Ken,Brasil,1371
Corey Capão,1267455520,Ken,Brasil,1371
Cicero2kio,1372174318,JP,Brasil,1370
MoonGirl,2984310646,Kimberly,Brasil,1370
Neno_Limeira,1907458481,Luke,Brasil,1370
VOUD3141,3220045272,Juri,Brasil,1370
luisitox,3514479228,Blanka,Argentina,1370
Mas_Oyama,2697417029,Ryu,Argentina,1370
imella,3468049101,Cammy,Chile,1369
OmegaEric,1038215555,Cammy,Brasil,1369
rain,1276871474,Manon,Brasil,1369
St kyo,4106584283,E. Honda,Colombia,1369
Wivern,1767739215,Guile,Argentina,1369
Kaleu,1047628999,Guile,Brasil,1369
EDERGUI,1129087297,Marisa,Brasil,1369
TZK Cleiton,4214438018,Marisa,Brasil,1369
SHIN_IBUKI_狸,2003262830,Juri,Brasil,1369
SHIN_IBUKI_狸,2003262830,Juri,Brasil,1369
PC_WINS,4020104199,Blanka,Brasil,1369
Chora_Meu_Pato,3363607005,Dee Jay,Brasil,1369
MarceloTtdb,1697729820,Ken,Brasil,1369
Mayke,1743349664,JP,Brasil,1368
Tatuira,2164892371,Zangief,Brasil,1368
Lord Dickbutt,3185099906,Zangief,Chile,1368
Barret,3136849764,Chun-Li,Colombia,1368
ClashOtavio,3056003441,Jamie,Brasil,1368
Minor,2970610850,Jamie,Brasil,1368
Neo:Kiss,1090415362,Jamie,Brasil,1368
CUCUI,3452314026,E. Honda,Brasil,1368
DaviBS,3555367285,Guile,Brasil,1368
Aln_012,3877668593,Marisa,Brasil,1368
MarvelKof,3349500395,Juri,Argentina,1368
TTv.CorreaPG,1214725236,Dee Jay,Brasil,1368
Polux,3404897121,Ken,Colombia,1368
Edsonsetvile,1031386311,Zangief,Brasil,1367
CONI AL 3331,1055880459,Chun-Li,Chile,1367
KDraxxo21,1603399741,Jamie,Colombia,1367
elCoach,1761704390,E. Honda,Perú,1367
oioiトロゲン,1681181927,E. Honda,Brasil,1367
Sini,2275914666,Marisa,Chile,1367
El Don Ramon,3534161488,Rashid,Brasil,1367
Denovoxo,1215869191,Rashid,Chile,1367
ll-STR1K3R-llX,3660517676,Ken,Brasil,1367
carlaaoleiteTTV,4186396972,Ken,Brasil,1367
ThyGeo,2994759752,Ken,Colombia,1367
Volkodolak,1456170339,Cammy,Chile,1366
rogerio.,2588891459,Cammy,Brasil,1366
DoukNegrao,1684267882,Cammy,Brasil,1366
Thiago_aranha82,3308613823,JP,Brasil,1366
Tikones,1591821748,JP,Brasil,1366
Braga,2894636215,Manon,Brasil,1366
Kusanagix26,1907605761,Luke,Brasil,1366
JULIOKOF,3647457373,Guile,Brasil,1366
Dom_,2722050132,Ryu,Brasil,1366
AlphaDiaz,2204802730,JP,Chile,1365
yawn,1140461673,Zangief,Chile,1365
Nsnake90,1579591791,Luke,Brasil,1365
NatanWS,3500197644,Juri,Brasil,1365
Lopes-Mesk,2230553771,Dee Jay,Brasil,1365
Kamikaze_C3,3368772834,Ken,Brasil,1365
Andrei,1091095113,Ken,Brasil,1365
AmericanOp,1379819130,Ken,Brasil,1365
